375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575
-3.913,0.448,-7.497,3.869,0.95,1.198,5.387,0.785,-4.163,1.037,3.563,1.549,7.049,1.303,1.136,7.214,2.943,0.46,4.869,11.123,9.129,3.243,15.398,11.149,7.044,14.441,2.868,18.858,14.604,19.233,18.069,27.298,16.761,25.034,32.899,32.108,29.461,29.11,35.934,35.116,44.669,44.518,44.054,38.644,42.753,53.669,49.581,61.872,54.89,63.228,57.888,58.5,59.211,63.657,60.822,60.378,67.109,73.684,68.173,66.861,66.522,80.282,71.114,77.064,81.677,79.344,74.264,71.743,69.913,71.406,69.032,75.364,79.979,79.641,75.964,79.009,72.472,68.966,74.754,77.954,79.762,73.438,74.42,70.021,74.935,67.167,55.504,70.688,64.874,59.885,63.794,68.216,68.025,67.485,61.986,61.822,62.056,58.882,64.308,56.746,56.202,54.14,53.448,56.46,48.551,49.735,49.82,41.409,46.174,47.368,46.022,49.851,46.229,45.581,45.122,40.038,37.233,37.747,35.999,44.81,42.326,40.316,37.134,33.671,44.252,35.61,24.723,32.883,35.052,36.026,26.311,21.006,24.898,23.721,16.565,23.362,27.816,15.465,15.853,29.019,14.16,18.034,18.221,24.977,16.045,16.563,9.779,23.924,12.963,5.059,18.333,13.26,11.733,9.746,20.529,3.803,11.29,10.482,12.357,6.856,2.357,6.252,12.053,-0.653,2.402,7.675,2.218,-10.169,-0.668,10.626,0.748,-5.59,4.14,7.057,-2.976,-10.072,6.214,2.037,2.049,18.609,63.564,103.629,131.214,210.219,253.999,219.343,182.089,118.057,67.878,27.535,2.306,2.896,-0.648,-17.103,-5.971,-1.357,-7.921,-13.137,-10.873,0.281,-6.329
-1.568,-0.626,8.112,-3.515,3.642,-0.985,-0.264,0.895,5.608,8.397,-1.286,8.121,4.551,6.677,-0.708,6.526,15.682,4.564,5.778,15.534,9.386,8.439,11.07,10.01,10.806,11.898,13.229,14.149,20.952,19.982,21.83,25.938,25.878,28.236,28.634,33.759,28.271,28.521,33.911,36.675,37.746,38.116,47.264,44.655,45.259,51.509,46.399,48.962,46.349,51.612,50.011,53.362,50.022,66.781,57.621,49.268,50.731,59.073,64.184,57.83,69.292,61.136,52.613,54.64,66.55,63.939,52.683,60.929,61.722,63.58,57.113,68.813,69.099,65.565,59.262,70.621,56.608,57.293,64.101,59.206,61.262,63.68,51.813,59.807,62.634,55.042,50.266,59.083,49.624,51.537,47.279,51.305,52.874,56.007,57.495,57.69,49.283,44.327,42.446,47.876,43.366,40.428,43.415,42.997,41.245,34.981,41.881,38.569,34.088,39.732,40.235,29.231,33.04,36.639,39.108,28.9,32.399,32.16,29.669,25.288,25.018,34.611,23.171,32.064,29.657,26.592,23.56,24.829,29.516,24.169,20.568,20.758,23.527,16.756,19.967,24.044,28.012,16.519,22.299,14.304,18.087,15.661,16.03,16.873,14.027,7.558,9.157,10.927,6.554,6.271,13.795,12.242,6.441,6.638,13.647,7.748,10.473,-1.038,9.955,7.083,3.205,3.301,5.695,5.807,0.969,0.975,4.607,6.978,5.612,3.539,-1.992,2.773,1.277,-2.564,0.751,8.905,-1.789,2.409,2.238,-7.73,3.469,1.805,0.033,-1.006,-5.276,-3.21,-0.062,-0.739,4.019,8.536,47.718,102.291,184.096,288.329,347.673,374.985,285.612,181.508,95.58,37.586,18.42
-0.992,6.227,11.339,1.603,9.146,6.036,4.9,3.96,8.478,6.077,6.906,12.844,8.646,14.32,12.759,3.517,11.759,13.939,6.326,13.962,15.031,16.753,6.546,11.791,15.918,16.389,11.169,13.295,20.465,17.214,18.289,19.015,27.301,28.066,29.841,27.129,33.475,34.546,33.446,37.573,32.735,39.48,35.485,46.938,42.237,41.479,47.546,43.613,45.146,52.195,53.089,51.713,54.593,51.818,50.13,54.989,51.98,56.501,58.698,49.823,59.96,66.94,55.48,56.422,58.533,55.219,54.057,59.377,61.875,57.281,56.805,59.181,51.64,59.159,47.765,52.176,55.919,55.646,51.086,59.418,53.989,52.385,54.557,54.82,57.047,57.186,46.861,56.34,47.154,47.755,45.628,53.343,40.474,46.209,47.421,46.859,38.567,44.985,41.789,43.118,42.261,35.813,45.884,37.133,37.87,36.187,40.606,36.618,32.795,37.882,29.313,31.312,30.953,25.641,34.953,31.716,28.569,32.892,19.658,25.945,32.562,26.41,24.085,24.525,27.305,25.494,13.161,19.856,24.184,27.479,14.724,18.714,20.747,20.739,12.037,12.136,19.33,17.335,13.003,17.104,20.492,15.763,14.355,11.769,16.319,9.537,7.454,14.681,8.412,11.228,10.256,8.771,2.695,7.592,9.32,6.368,3.899,10.131,6.989,4.99,5.006,3.48,8.764,3.38,3.697,6.274,1.464,3.291,5.214,5.555,0.181,-3.387,1.897,6.69,-8.482,-2.342,1.622,2.11,-7.369,-3.129,2.065,-4.721,-5.474,-2.616,-3.711,-7.418,-7.121,1.299,-1.587,-8.982,-1.606,-1.44,-3.366,-12.426,0.736,4.635,-5.302,-6.955,0.839,9.451,33.038
4.242,7.057,9.163,6.248,3.222,6.867,9.464,6.492,8.689,11.584,13.022,10.059,12.666,13.601,11.527,12.217,15.166,12.445,18.871,17.088,14.649,10.284,23.169,22.211,19.215,24.687,28.549,30.195,24.199,23.8,25.939,27.465,28.276,29.654,36.552,31.238,34.614,36.076,42.796,37.823,37.635,37.94,44.482,44.301,41.772,44.445,44.616,44.881,50.835,54.159,59.053,46.712,52.13,53.505,56.824,53.12,54.095,56.367,50.796,50.828,52.269,57.999,52.944,54.996,58.499,56.893,55.157,54.303,48.995,57.177,57.926,58.302,58.853,55.596,60.356,59.118,55.082,59.088,55.354,59.035,56.226,54.321,53.682,57.677,52.299,44.877,50.432,50.602,48.902,48.46,44.302,50.712,49.208,47.796,46.92,46.645,48.37,43.885,40.773,43.552,41.917,36.82,39.264,40.185,39.245,35.862,41.237,37.658,32.989,31.497,28.416,34.234,34.678,32.668,33.313,29.484,24.503,25.337,26.707,24.766,29.77,34.193,27.129,26.645,29.549,27.985,19.47,19.461,21.941,21.935,16.709,20.808,18.168,21.623,20.898,17.442,19.377,14.082,12.894,16.066,19.235,15.418,6.266,15.368,8.551,12.646,9.235,12.627,7.917,12.982,11.131,12.423,11.498,5.979,5.375,12.469,5.617,12.726,10.535,1.505,1.967,8.886,7.176,8.994,1.812,3.95,2.97,3.252,-1.329,10.079,0.434,-0.251,-1.358,1.134,3.372,-3.413,-3.712,1.443,0.453,-2.7,0.458,-1.64,-5.14,-0.998,0.983,0.913,-4.068,1.598,2.434,-6.116,-0.887,-5.953,0.027,-5.559,-6.058,2.616,-10.386,-4.416,-6.118,-1.335,1.321
6.259,6.83,6.526,8.597,9.908,7.625,10.379,9.978,9.355,8.681,14.576,12.434,8.131,15.017,14.701,13.798,10.366,16.855,24.075,14.287,18.345,20.527,20.669,23.08,28.693,26.186,27.858,30.153,25.065,35.964,30.056,31.779,30.569,36.284,38.766,39.789,41.165,42.049,43.802,44.229,47.251,49.508,54.914,53.32,58.675,48.999,52.958,54.852,51.537,54.502,58.743,62.524,63.309,58.125,66.11,64.035,57.013,67.547,67.549,69.002,60.189,68.579,67.604,66.542,65.654,68.151,65.872,66.887,65.95,65.899,60.764,67.906,70.225,67.774,59.673,68.851,62.485,66.449,61.972,66.803,64.395,65.607,64.448,65.287,62.53,52.377,58.682,58.222,59.532,51.906,58.474,58.937,52.094,53.149,51.088,53.183,54.229,44.843,53.693,52.583,51.615,50.29,41.584,43.597,44.132,46.613,43.619,36.138,40.022,40.588,38.159,43.307,37.036,43.876,33.694,38.501,34.486,37.588,25.592,28.086,29.752,35.067,30.714,30.438,33.77,27.652,20.827,31.333,30.005,27.707,19.764,20.822,27.749,23.236,21.437,20.093,22.751,14.716,14.023,23.216,17.276,17.966,17.568,18.178,19.156,16.835,14.78,14.275,13.455,9.242,15.398,10.931,12.58,9.515,12.156,7.777,9.615,14.72,12.572,2.677,7.814,6.45,12.67,6.588,4.289,8.02,6.278,6.538,3.962,8.77,4.717,2.615,4.943,8.009,-1.357,-1.362,5.339,4.701,-6.579,1.005,6.583,0.767,-3.102,1.78,4.822,-1.442,-2.153,-4.157,-3.797,1.327,-2.402,0.616,-2.431,-4.772,-3.931,0.831,-7.337,-6.222,-0.385,-1.142,-6.957
9.065,11.197,6.51,8.648,13.557,11.597,14.578,13.111,12.505,14.591,18.697,12.593,14.622,19.753,18.158,19.92,16.747,14.201,23.552,24.003,22.047,26.765,26.629,30.857,29.668,26.902,32.425,35.64,39.527,35.562,40.862,39.96,42.445,44.149,48.426,47.241,57.741,54.518,56.369,60.021,57.386,56.935,68.587,66.226,61.543,74.013,67.741,71.264,69.596,73.672,78.361,78.296,79.515,77.39,79.475,79.635,77.419,84.658,75.058,84.202,86.484,90.648,77.233,88.294,81.898,83.506,84.917,84.691,88.32,80.422,87.043,78.176,92.344,83.596,81.642,79.601,81.967,81.849,79.831,78.616,86.159,82.209,80.008,73.795,79.329,75.003,73.29,71.319,68.706,75.133,67.456,74.304,70.743,70.793,66.402,66.515,64.215,65.726,66.059,60.783,64.191,59.728,58.196,60.45,58.675,56.623,52.176,49.447,52.281,48.555,51.924,44.687,46.321,44.745,45.094,46.732,41.678,44.893,38.92,38.558,40.66,40.655,38.993,31.907,31.319,33.201,30.123,31.138,32.632,27.102,30.091,27.146,28.315,32.364,30.47,29.284,21.701,22.142,20.89,24.58,23.017,15.147,20.901,22.777,20.915,17.331,21.391,20.492,19.048,17.454,18.735,15.354,12.101,14.408,18.863,15.247,10.233,13.259,13.405,10.31,7.244,9.625,13.632,9.777,2.45,13.052,6.681,3.314,7.456,8.173,3.355,5.945,7.81,8.156,4.965,-2.442,3.405,6.403,3.337,1.441,8.047,4.818,-2.589,1.859,3.33,-0.658,-0.264,1.737,2.149,-1.948,-1.376,0.723,3.313,-2.286,-0.455,-3.208,-3.16,-0.281,-0.829,1.364,-3.044
12.568,17.912,16.559,16.798,13.883,18.288,20.61,15.877,20.789,17.249,20.898,20.027,20.737,17.91,19.645,24.29,23.305,24.625,26.252,27.861,32.333,30.801,30.208,34.101,40.424,40.353,44.56,47.037,45.799,49.357,52.893,54.466,57.174,62.577,66.503,64.298,67.045,77.389,77.095,77.85,78.337,84.33,83.866,81.065,90.754,90.613,96.656,93.764,96.451,103.17,101.525,104.84,99.547,106.45,107.103,107.825,109.112,105.42,112.765,110.644,110.89,117.591,114.446,114.604,110.931,114.568,115.639,116.444,110.181,117.19,110.776,113.371,116.222,117.401,110.683,110.714,111.544,105.469,108.951,102.912,110.805,109.26,104.86,106.93,103.519,102.229,95.973,95.367,99.613,98.939,94.67,99.418,97.155,92.716,91.977,92.866,82.905,84.387,92.069,84.423,79.225,81.06,78.71,73.17,71.24,70.844,77.09,70.268,63.877,68.946,68.986,66.942,64.994,62.991,61.043,58.383,53.653,56.042,57.848,55.191,49.85,52.411,50.96,47.394,51.917,44.479,42.333,42.827,41.696,39.504,40.247,38.758,40.907,32.856,35.765,38.282,35.615,33.813,27.975,37.63,25.511,27.77,30.045,30.471,29.156,26.466,23.027,28.935,22.037,22.985,26.775,22.308,19.526,22.965,23.718,19.841,18.139,15.412,19.78,15.394,12.772,15.774,15.415,15.226,14.373,14.038,16.996,8.28,12.297,15.066,9.124,8.792,7.039,13.456,6.017,6.524,10.5,11.664,4.873,5.14,8.886,9.293,3.538,6.692,3.631,5.425,2.507,6.761,1.044,3.484,-0.242,2.798,0.071,1.715,4.705,2.639,-1.272,3.153,3.601,1.712,0.512
13.676,18.938,15.65,20.409,18.41,23.321,19.405,20.028,23.283,24.659,22.763,23.851,27.535,26.874,31.211,29.219,29.062,33.055,34.676,36.042,40.448,40.896,41.518,47.255,48.868,43.347,53.987,51.565,55.633,62.353,68.038,70.6,69.984,78.6,81.977,81.112,88.202,89.785,96.621,101.594,101.139,108.515,109.394,114.492,115.151,119.386,121.254,124.671,129.261,131.402,131.099,131.414,139.021,138.956,139.127,139.513,142.345,150.488,139.9,149.677,148.027,142.653,147.531,148.805,146.485,151.056,149.702,155.696,157.227,148.059,150.892,156.556,154.95,154.049,149.85,147.269,148.703,145.195,142.011,141.586,153.062,142.255,142.385,150.865,137.732,135.99,128.789,136.307,128.926,133.2,129.259,128.407,126.292,121.659,121.751,126.155,114.711,116.154,112.286,109.57,105.712,103.773,106.601,101.153,101.302,97.466,95.503,91.414,94.608,88.94,91.135,88.39,84.425,80.465,78.406,80.114,79.23,80.143,74.497,72.276,67.368,67.557,69.439,61.737,67.765,61.633,61.313,55.199,62.667,56.842,56.679,49.459,55.492,50.465,52.168,54.207,48.372,43.853,45.077,45.267,44.605,38.831,35.084,42.32,35.683,33.692,36.373,37.738,30.393,28.689,35.466,31.05,28.287,26.52,29.976,28.502,22.954,30.433,29.311,21.998,24.113,23.53,23.158,21.042,14.095,22.456,16.506,16.778,15.376,23.428,14.983,11.449,13.606,19.941,13.608,11.477,15.132,12.965,13.894,10.898,14.535,9.047,8.798,12.046,10.672,6.513,7.133,12.253,9.188,6.994,5.362,12.486,4.355,3.114,9.169,8.678,4.731,3.708,6.95,4.33,4.699
17.366,20.852,23.023,18.83,19.471,24.105,23.313,23.225,27.584,30.509,27.587,28.555,30.162,33.298,35.05,38.182,38.408,41.901,41.791,46.767,51.511,52.1,50.051,54.967,58.302,65.211,68.294,77.468,72.575,78.369,81.227,85.726,94.365,95.962,102.916,106.241,108.895,120.944,122.608,128.371,126.267,137.014,139.301,146.993,147.64,149.407,158.249,157.409,165.131,168.68,178.57,172.261,181.272,188.434,179.119,181.217,192.161,189.186,197.136,186.271,201.065,201.348,188.058,203.458,196.829,205.142,204.921,204.946,204.351,199.287,205.708,201.348,198.575,195.946,203.421,193.23,190.015,193.148,200.003,190.882,195.285,186.163,185.718,186.805,184.241,178.785,181.177,178.631,182.605,175.925,168.772,166.776,166.468,165.152,160.696,162.13,154.515,148.033,150.232,149.865,141.407,143.295,141.854,137.853,135.055,127.96,127.798,127.709,127.51,123.47,124.188,116.431,108.602,111.939,114.71,112.773,102.858,105.258,102.619,100.223,91.875,93.371,93.388,83.913,84.101,82.944,83.253,79.341,77.915,75.669,75.346,68.966,74.379,66.525,65.148,66.589,65.937,61.783,59.971,62.398,55.943,48.198,46.314,55.702,50.658,46.406,50.098,50.158,49.638,42.5,46.27,44.964,42.258,37.118,37.155,38.483,36.207,31.136,39.161,31.73,29.396,28.292,34.218,27.051,25.361,29.26,28.009,24.524,22.694,24.97,23.164,19.458,23.809,20.011,15.892,16.998,20.36,15.919,12.192,13.005,19.422,18.896,11.308,16.115,17.241,14.684,9.339,10.202,14.839,8.386,9.319,6.046,9.616,9.616,7.271,10.973,8.977,5.622,4.005,10.312,7.944
