375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575
-15.626,-20.448,-21.677,-13.499,-16.56,-21.22,-21.19,-20.959,-12.36,-19.585,-21.507,-17.05,-19.868,-23.341,-16.829,-16.465,-23.228,-19.267,-16.956,-21.282,-23.398,-20.235,-13.269,-17.277,-20.085,-15.417,-14.087,-17.918,-19.33,-12.495,-10.166,-9.162,-8.549,-3.979,-5.811,-1.397,-8.636,-6.073,-9.203,-1.189,-5.025,0.267,3.099,7.162,-0.285,12.677,7.612,4.798,2.867,11.65,18.112,4.986,8.931,9.295,6.393,11.704,10.883,12.008,10.123,7.893,15.814,16.636,13.97,18.226,19.023,12.798,9.668,13.573,20.438,18.867,12.139,21.52,21.919,19.953,13.51,12.057,17.047,17.463,11.501,17.681,18.601,10.078,18.36,14.345,21.392,11.158,16.247,16.033,17.647,10.519,14.121,16.979,13.727,10.51,11.981,11.211,13.773,9.737,12.135,12.114,12.478,4.289,7.208,4.389,8.127,7.006,4.164,15.06,10.004,4.447,12.359,6.213,3.573,2.096,4.755,-7.875,-4.318,-5.66,-0.978,3.396,-5.901,4.287,-7.877,-9.628,-5.889,-6.948,-7.313,-7.253,-5.538,-6.504,-12.042,-12.527,-4.116,-8.13,-7.086,-14.184,-7.856,-3.027,-17.585,-8.302,-8.884,-16.461,-12.51,-8.811,-23.235,-14.91,-18.155,-12.298,-12.642,-19.745,-19.079,-16.083,-19.78,-15.847,-8.679,-21.123,-27.641,-16.994,-12.125,-16.655,-28.659,-19.725,-16.133,-24.636,-24.343,-18.088,-18.326,-28.509,-26.501,-17.338,-22.163,-31.278,-28.755,-15.416,-23.577,-32.12,-21.338,-14.721,-19.356,-8.683,12.571,48.382,65.048,114.839,133.016,122.894,75.459,66.736,26.939,6.7,-26.931,-24.604,-32.941,-23.223,-25.614,-35.23,-34.521,-30.95,-26.042,-32.247,-35.797
-17.143,-12.095,-16.524,-19.449,-14.117,-16.269,-11.563,-16.566,-16.182,-12.002,-14.254,-15.211,-16.98,-15.117,-13.191,-14.956,-12.638,-13.151,-7.097,-19.286,-8.969,-13.71,-16.815,-10.361,-10.173,-9.144,-14.07,-13.866,-5.296,-7.453,-4.113,-4.001,-1.457,-10.446,-6.783,-4.915,-5.021,-10.879,1.644,-0.811,-5.777,-3.543,6.027,-7.234,0.834,-0.444,3.019,-0.507,4.176,0.484,10.806,-3.982,0.221,10.892,9.813,4.103,8.109,8.368,5.285,10.725,8.917,12.86,17.67,15.222,14.064,12.89,9.743,5.884,16.789,15.567,4.702,12.027,14.025,8.02,12.015,9.382,17.098,11.084,5.885,3.288,18.251,12.423,13.72,11.066,17.315,14.446,3.195,12.123,10.46,9.391,6.166,18.86,12.13,2.98,9.586,5.05,-0.528,6.793,9.784,5.991,-1.365,4.897,1.839,10.936,3.106,-0.818,8.466,-0.893,-4.654,2.938,-3.61,-2.692,-1.048,3.398,1.322,-2.221,-10.428,-0.555,2.428,-5.46,-4.958,-5.048,-3.364,-8.613,-7.521,-8.397,-4.674,-3.124,-6.744,-7.726,-17.466,-3.544,-9.58,-5.642,-12.867,-7.911,-10.181,-12.399,-14.621,-2.086,-8.616,-16.786,-7.255,-4.908,-9.815,-18.971,-11.271,-8.47,-14.506,-23.848,-13.626,-5.099,-11.857,-19.267,-8.617,-12.771,-17.983,-21.312,-10.821,-15.627,-21.347,-15.362,-13.533,-14.475,-23.363,-11.78,-15.308,-21.589,-12.802,-13.824,-20.463,-23.211,-21.049,-19.989,-25.043,-28.083,-21.343,-19.103,-29.257,-21.261,-10.256,-27.115,-26.11,-20.383,-23.274,-25.186,-32.17,-23.111,-14.113,-23.822,1.153,32.377,49.034,78.177,95.196,94.169,84.106,43.053,39.391,4.087,-13.477
-19.587,-13.095,-10.916,-14.349,-14.731,-6.948,-15.313,-13.895,-11.471,-10.132,-11.431,-13.951,-14.616,-8.553,-8.136,-8.707,-9.565,-15.149,-15.418,-6.602,-8.571,-12.991,-12.265,-6.485,-4.035,-7.732,-5.556,-3.72,-5.56,-11.739,-10.546,-2.915,-4.776,-6.548,-4.139,-2.833,-0.104,-2.287,-1.458,2.035,-1.855,-3.879,4.784,7.485,2.557,5.884,4.753,1.123,4.714,11.652,11.329,5.733,2.265,9.085,11.709,2.425,5.395,9.345,8.325,6.019,11.741,8.261,9.083,4.151,8.814,8.713,7.758,7.629,8.504,8.735,8.683,7.876,11.08,10.691,6.118,12.336,13.106,9.1,5.728,10.289,8.733,3.531,4.127,13.403,9.485,1.673,6.936,11.447,5.411,3.398,5.25,10.689,2.589,3.312,4.162,9.698,-0.159,7.02,7.565,8.43,2.507,0.994,5.208,2.22,-0.224,-1.516,6.31,2.682,-1.651,-0.476,-2.04,-5.169,-3.493,2.666,-0.167,-3.455,-2.321,2.753,-8.942,-4.825,-4.329,-4.661,-6.85,-6.362,-4.705,-4.79,-9.215,-3.565,-0.174,-14.513,-7.557,-2.166,-1.705,-11.264,-12.373,-2.734,-8.139,-12.992,-8.076,-2.916,-11.152,-14.424,-8.012,-6.441,-13.836,-13.136,-9.772,-9.755,-10.661,-18.547,-4.067,-9.488,-22.303,-10.393,-8.04,-10.254,-18.297,-16.568,-9.499,-15.772,-20.791,-10.172,-9.068,-17.572,-18.45,-14.804,-12.465,-21.494,-19.384,-18.122,-16.643,-19.966,-15.078,-17.956,-21.867,-19.351,-16.798,-22.836,-22.785,-22.561,-15.572,-18.167,-19.806,-12.599,-18.603,-24.045,-24.788,-12.102,-20.565,-33.88,-21.806,-16.898,-26.084,-23.137,-17.997,-13.878,-29.353,-32.176,-15.617,-13.157,-2.701
-16.631,-9.055,-5.751,-12.79,-13.742,-11.122,-11.137,-7.924,-9.847,-3.468,-10.467,-12.687,-6.343,-8.943,-9.097,-7.185,-5.742,-9.813,-5.37,-1.658,-1.601,-7.209,-7.995,-4.07,-9.152,-8.659,-5.047,-3.422,-4.168,-0.214,-4.531,2.399,-2.343,-8.336,2.46,7.668,-6.178,-3.083,4.351,0.886,1.47,1.777,4.151,7.801,2.264,1.939,8.857,6.506,2.073,6.525,9.851,5.284,4.716,12.76,12.322,5.556,8.544,10.069,7.431,5.047,5.862,9.53,8.666,7.905,11.087,11.146,5.086,10.302,8.625,10.722,7.146,12.182,11.635,12.573,11.348,6.518,13.842,5.702,12.172,8.288,11.268,5.737,-0.086,15.711,10.342,3.724,10.755,9.61,7.642,6.378,5.447,5.147,5.642,3.792,7.522,6.631,7.23,-2.77,3.621,6.25,0.396,4.275,3.576,6.455,-0.198,-2.423,0.073,2.255,1.881,6.935,1.563,-1.804,3.791,0.688,0.522,-5.018,1.983,1.145,-4.552,-4.567,0.702,2.764,-3.247,-4.514,-0.613,-2.98,-9.595,-6.951,-0.096,-6.594,-8.209,-3.102,-3.649,-5.979,-7.557,-6.133,-6.399,-7.453,-10.213,-3.563,-6.489,-14.384,-4.654,-1.029,-8.611,-14.957,-9.124,-11.05,-8.753,-15.012,-8.512,-6.057,-15.814,-9.94,-7.197,-13.357,-17.602,-15.358,-3.825,-12.393,-13.931,-16.909,-11.347,-12.035,-14.817,-11.122,-14.616,-17.625,-16.514,-11.122,-15.49,-15.995,-15.31,-16.091,-24.108,-17.935,-13.807,-18.441,-19.376,-12.851,-14.7,-21.454,-21.155,-15.883,-14.013,-18.055,-21.608,-14.78,-18.989,-21.439,-20.374,-19.364,-21.789,-22.93,-19.667,-16.537,-24.669,-20.729,-18.642,-17.181,-24.634
-8.844,-1.721,-8.965,-5.15,-4.261,-1.574,-10.775,-5.975,-2.927,-1.733,-9.24,-7.299,-0.885,-6.072,-4.323,-0.389,0.886,-8.999,-1.679,-2.205,-0.499,-3.291,-3.71,-0.756,-1.629,-2.806,0.069,2.764,0.524,-1.292,2.575,0.863,0.265,4.393,-0.861,1.757,-4.495,3.058,3.776,0.063,3.465,2.847,6.272,8.274,5.706,9.01,5.608,7.583,6.144,10.233,6.943,6.982,9.762,8.693,7.545,12.376,16.315,9.817,7.77,7.024,13.993,8.643,13.267,11.35,11.447,7.613,9.43,11.437,11.184,16.017,14.441,11.475,13.095,12.35,9.789,7.043,9.04,8.517,7.735,8.839,11.562,10.096,7.352,13.075,8.717,8.864,13.538,8.054,10.682,8.088,7.503,9.827,6.081,5.509,5.433,6.848,7.97,3.367,7.458,4.114,3.062,5.661,9.602,6.468,-0.077,-1.291,6.18,1.235,4.193,4.87,2.143,5.363,0.397,3.306,3.558,6.49,0.497,0.402,-0.321,-1.339,-1.586,1.826,3.203,-3.722,-0.032,-1.417,-5.88,-1.726,-2.88,0.87,-9.685,-4.522,0.119,-0.592,-10.348,-7.628,-5.387,-6.798,-10.388,-6.912,0.384,-12.742,-7.899,-2.791,-4.078,-10.453,-7.923,-6.615,-7.616,-8.517,-8.834,-6.9,-8.201,-13.964,-6.68,-5.916,-9.592,-12.3,-7.088,-11.367,-14.729,-10.707,-9.442,-10.6,-17.282,-7.827,-7.792,-14.313,-14.913,-7.833,-9.695,-15.745,-10.651,-6.731,-12.816,-13.245,-14.454,-9.458,-15.021,-20.638,-11.628,-16.232,-18.229,-17.882,-13.761,-19.027,-27.69,-13.983,-15.554,-15.99,-17.053,-14.205,-12.669,-22.059,-19.1,-14.467,-16.738,-26.854,-19.59,-15.759,-20.702
-6.574,-4.704,-2.448,-4.831,-3.994,-4.696,-7.052,-3.705,-3.833,-2.511,-2.156,-1.407,-1.99,-3.731,-0.433,-0.661,-0.029,-0.985,0.792,0.153,-0.304,-0.076,2.449,1.298,2.666,3.753,-0.574,-0.255,5.359,2.471,-0.827,4.992,9.464,4.282,7.009,6.94,7.227,8.88,5.714,11.672,8.511,8.889,11.008,8.927,7.952,16.222,9.623,12.352,12.414,12.868,13.52,16.044,11.959,14.946,13.047,11.155,16.128,17.501,15.824,13.068,16.527,18.784,18.031,13.793,18.921,20.705,14.285,16.242,20.031,18.509,11.611,13.75,19.47,18.879,11.169,13.584,20.669,17.917,12.269,16.348,17.207,11.247,14.188,14.589,17.478,9.911,13.14,16.078,15.308,11.186,12.157,13.679,12.829,10.679,14.978,8.807,15.169,12.504,7.435,10.261,8.029,7.527,11.525,9.234,7.14,6.743,8.811,4.923,6.857,8.503,6.56,5.783,2.042,8.995,1.969,5.004,3.817,6.644,3.408,-0.717,4.502,6.024,-2.935,2.191,2.766,2.207,0.367,2.622,1.125,0.506,-4.365,-0.209,0.421,-4.781,-4.886,-1.077,-1.676,-5.717,-5.193,-4.47,-3.231,-3.111,-2.605,-5.761,-4.516,-6.951,-4.894,-6.015,-6.719,-6.417,-2.998,-2.326,-12.542,-6.435,-2.756,-9.418,-7.914,-8.966,-7.296,-5.861,-9.574,-9.886,-2.867,-11.652,-12.091,-8.521,-10.779,-15.639,-11.718,-6.977,-6.423,-10.74,-7.255,-8.762,-15.943,-13.88,-10.846,-8.33,-13.974,-14.594,-10.137,-11.279,-17.025,-15.759,-11.444,-16.55,-17.601,-14.768,-10.985,-18.046,-18.188,-12.797,-14.56,-21.248,-17.099,-14.242,-14.766,-19.006,-15.806,-15.21,-19.245
-2.512,0.25,0.21,-0.654,-0.104,-2.7,-0.736,0.685,3.293,2.782,-0.026,-0.383,4.029,2.045,0.534,1.5,7.092,3.543,6.392,5.999,7.405,3.493,4.487,5.983,5.275,6.069,5.368,5.618,7.145,8.511,11.033,9.006,10.648,9.734,13.634,14.672,9.702,13.823,11.812,13.43,12.826,16.707,19.372,17.603,21.106,20.375,19.493,16.755,21.769,23.128,18.394,20.8,24.88,22.01,24.177,22.862,22.099,26.014,21.764,23.981,25.909,25.308,24.66,19.83,24.579,24.717,25.027,25.402,22.513,23.637,26.274,19.848,23.238,24.006,25.466,25.718,22.018,24.789,22.888,25.162,26.137,21.086,22.881,23.347,22.892,24.821,21.383,22.457,18.249,16.453,23.144,18.39,20.687,16.264,16.312,20.151,9.424,20.86,21.565,11.579,15.617,14.033,15.826,15.859,14.836,15.26,12.687,13.392,7.824,13.111,12.729,9.325,9.061,10.526,7.302,7.658,8.67,8.509,5.738,5.563,10.012,9.395,5.378,6.084,6.681,7.983,4.919,-0.459,5.318,7.809,1.572,3.5,6.255,3.897,-1.245,3.312,4.14,-0.109,0.92,2.739,4.825,0.306,1.477,3.708,1.826,-2.984,-2.745,0.399,-0.499,-2.785,0.924,-5.237,-3.082,-0.379,-2.806,-2.908,-3.286,-3.572,-4.356,-7.28,-7.182,-5.251,-5.283,-10.205,-10.085,-4.149,-7.454,-11.469,-11.091,-4.891,-6.413,-11.03,-10.912,-6.233,-9.844,-10.202,-5.645,-9.619,-11.218,-10.414,-8.54,-8.728,-12.357,-13.171,-4.37,-8.604,-16.598,-5.817,-9.028,-15.732,-13.312,-14.57,-10.271,-17.242,-13.34,-13.289,-11.079,-13.917,-14.773,-11.214,-15.473
-0.48,5.13,2.912,3.607,-0.966,3.502,1.795,4.319,3.903,7.793,6.898,5.116,7.661,11.104,7.423,2.792,5.107,10.839,4.236,8.77,13.057,11.835,7.128,11.722,12.334,11.73,10.967,16.308,11.928,12.024,14.26,15.656,15.987,15.962,21.942,19.722,20.971,20.156,22.392,25.895,23.289,26.375,23.138,26.846,24.692,23.336,29.047,26.096,30.936,30.885,28.697,31.045,30.454,36.176,32.25,33.813,33.64,37.151,36.784,28.642,30.196,33.558,34.62,33.991,35.959,39.681,31.738,34.157,35.184,36.438,35.329,36.827,38.117,36.095,34.689,38.444,32.557,35.446,29.426,34.146,34.731,31.944,32.309,35.405,34.33,28.905,30.891,29.45,30.808,28.805,30.668,34.228,26.231,24.132,29.386,25.611,26.601,23.913,30.297,23.574,19.957,21.935,25.255,22.466,20.803,23.497,24.273,18.435,22.42,22.31,17.832,15.899,13.754,17.258,18.317,12.719,14.922,15.624,14.216,11.992,16.295,13.082,14.021,9.46,12.615,13.113,8.767,13.76,8.064,10.096,5.035,10.268,7.426,5.851,4.935,6.723,6.423,4.444,3.877,10.189,4.896,3.699,2.42,3.77,3.789,-0.212,2.5,4.945,-2.425,0.895,3.287,2.798,-3.094,0.521,2.366,-1.089,-4.573,-0.185,3.771,-1.231,-6.405,-1.972,-2.394,-5.61,-5.316,-1.607,-2.574,-7.442,-7.696,-3.453,-4.789,-9.441,-5.281,-2.063,-8.033,-9.292,-0.775,-2.634,-8.06,-7.168,-4.51,-6.3,-8.195,-8.875,-5.257,-9.107,-9.158,-8.057,-6.554,-10.516,-10.192,-7.335,-7.432,-13.44,-10.578,-7.802,-12.197,-9.064,-9.466,-12.958,-17.835
-0.343,6.714,5.791,0.912,7.353,8.093,5.812,7.976,10.038,8.255,5.38,7.295,8.237,9.981,9.275,12.232,12.517,11.034,16.647,15.572,12.867,15.326,15.716,19.871,17.412,17.491,17.598,20.095,18.834,19.274,26.115,27.362,23.646,30.137,29.949,31.55,28.616,33.615,33.864,35.476,32.3,35.397,35.807,42.781,36.694,41.086,40.05,43.748,42.84,42.118,44.716,46.238,42.79,45.047,50.781,50.734,44.601,46.233,48.12,45.089,47.741,50.842,51.023,52.638,51.093,53.688,52.72,54.022,52.238,48.639,51.441,51.068,51.473,48.866,48.566,51.259,47.777,50.877,49.527,50.985,47.717,47.823,51.015,49.568,51.393,44.032,43.212,44.408,46.86,40.896,45.338,45.951,43.409,35.497,44.866,43.979,36.818,36.777,44.617,40.792,33.427,32.301,35.096,36.019,33.353,35.625,36.504,26.768,29.698,32.08,25.591,26.659,26.298,27.073,28.707,24.108,24.05,24.682,23.45,23.713,22.297,21.538,20.281,16.628,20.437,20.139,15.621,18.884,16.727,14.57,13.749,14.811,14.954,11.674,10.956,10.27,12.373,14.072,9.906,9.069,9.365,8.923,9.136,8.756,9.259,8.055,6.808,6.48,3.194,5.805,4.11,2.601,2.472,0.622,3.144,5.694,3.836,4.692,3.425,-1.499,0.384,0.685,2.832,-2.405,1.075,-0.406,5.067,-2.913,-5.405,0.441,-3.656,-4.944,-3.145,0.212,-4.532,-3.679,-2.688,-1.242,-4.949,-4.242,-4.556,-2.139,-6.433,-5.757,-5.626,-2.185,-3.176,-5.462,-4.811,-8.344,-6.092,-9.903,-7.918,-5.921,-8.976,-9.063,-8.302,-11.068,-6.945,-10.825,-14.253
